,2_clusters,3_clusters,4_clusters,5_clusters,6_clusters,7_clusters,building_ID
857,1,1,2,3,3,5,1
858,0,1,2,1,2,3,1
859,1,1,2,3,3,5,1
860,1,2,2,4,1,5,1
861,0,0,0,1,2,2,1
862,1,2,3,3,4,5,1
863,0,1,3,3,2,3,1
864,1,0,1,1,0,1,1
865,1,1,1,1,1,4,1
866,1,2,2,2,3,3,1
867,0,0,0,0,0,1,1
868,1,1,3,3,3,4,1
869,0,0,0,1,2,2,1
870,1,1,0,2,2,2,1
871,1,2,2,4,4,5,1
872,1,1,2,1,3,3,1
873,0,1,2,2,3,4,1
874,1,2,3,4,5,5,1
875,0,1,2,1,2,2,1
876,1,1,2,2,3,2,1
877,1,2,2,3,4,4,1
878,0,1,3,3,3,5,1
879,0,0,1,0,0,1,1
880,0,1,2,2,3,3,1
881,1,2,2,2,2,5,1
882,0,0,0,1,0,1,1
883,1,2,1,2,3,4,1
884,1,2,2,4,4,5,1
885,0,1,1,1,2,3,1
886,1,2,2,4,3,4,1
887,1,2,3,4,4,4,1
888,1,2,3,3,4,4,1
889,0,1,2,1,1,1,1
890,1,2,2,4,4,4,1
891,1,2,2,4,5,5,1
892,0,1,2,3,2,3,1
893,1,0,2,2,2,3,1
894,1,2,2,2,3,3,1
895,0,1,0,0,3,2,1
896,0,0,1,1,3,2,1
897,1,1,2,3,3,5,1
898,0,0,1,3,3,4,1
899,1,1,3,1,2,3,1
900,0,0,0,1,1,3,1
901,1,2,3,2,4,4,1
902,0,1,1,2,2,4,1
903,0,0,0,0,1,1,1
904,1,2,2,3,4,4,1
905,0,1,2,2,1,1,1
906,0,0,0,0,1,0,1
907,1,2,2,3,5,5,1
908,0,0,1,0,2,2,1
909,0,0,1,1,1,3,1
910,0,1,3,3,4,4,1
911,0,1,1,2,3,4,1
912,1,2,2,3,5,4,1
913,1,2,2,2,1,4,1
914,0,2,3,3,3,4,1
915,1,2,2,3,3,5,1
916,0,1,2,3,4,4,1
917,1,1,1,1,2,3,1
918,1,1,2,1,3,5,1
919,0,1,2,3,3,5,1
920,0,2,2,2,2,4,1
921,1,2,2,3,4,5,1
922,0,1,1,1,1,2,1
923,0,1,1,2,2,2,1
924,0,1,2,2,3,3,1
925,1,2,2,3,3,5,1
926,0,0,0,1,2,3,1
927,0,1,1,2,3,3,1
928,0,0,0,0,2,2,1
929,1,2,3,3,4,5,1
930,0,0,0,0,0,1,1
931,1,2,2,3,3,4,1
932,0,1,2,2,3,4,1
933,1,1,3,2,3,4,1
934,1,1,2,1,3,4,1
935,1,1,1,2,3,4,1
936,1,1,1,2,2,3,1
937,0,1,2,1,2,2,1
938,0,1,2,3,3,4,1
939,0,1,2,1,1,1,1
940,1,1,1,1,3,2,1
941,1,1,2,3,5,6,1
942,1,1,1,3,4,2,1
943,0,1,1,1,1,2,1
944,1,1,2,2,3,3,1
945,1,1,2,2,3,4,1
946,1,1,3,2,3,3,1
947,1,1,2,1,3,3,1
948,0,1,1,1,0,3,1
949,1,1,1,1,2,4,1
950,1,1,1,2,3,2,1
951,1,1,2,3,3,4,1
952,1,2,1,2,2,3,1
953,0,0,0,1,1,1,1
954,0,1,3,3,3,3,1
955,1,2,3,4,5,6,1
956,1,2,2,3,4,5,1
957,1,1,3,3,5,4,1
958,0,1,0,1,1,1,1
959,0,1,1,3,4,4,1
960,1,2,3,4,3,5,1
961,0,1,1,2,1,2,1
962,0,0,0,2,1,1,1
963,0,1,2,2,1,3,1
964,1,1,2,2,3,4,1
965,1,0,1,1,2,3,1
966,1,1,1,3,3,2,1
967,0,1,3,3,3,4,1
968,1,2,2,3,5,5,1
969,0,1,1,1,0,2,1
970,1,2,3,3,5,5,1
971,0,1,1,1,3,4,1
972,0,0,1,0,2,2,1
973,0,0,1,0,1,1,1
974,1,1,0,1,2,3,1
975,0,1,1,3,3,4,1
976,1,1,1,2,4,3,1
977,1,1,2,3,4,3,1
978,1,2,3,4,5,5,1
979,1,2,3,2,3,4,1
980,1,2,3,4,5,6,1
981,1,2,2,3,4,5,1
982,0,1,2,2,3,3,1
983,0,1,0,1,2,2,1
984,1,2,1,2,2,4,1
985,0,1,1,1,2,2,1
986,0,1,1,2,1,4,1
987,0,0,0,0,3,4,1
988,0,1,1,1,2,3,1
989,0,1,1,2,2,3,1
990,1,1,1,2,1,1,1
991,1,2,3,4,5,4,1
992,0,1,2,2,2,3,1
993,0,1,1,3,3,2,1
994,0,0,0,0,2,0,1
995,1,2,2,4,4,5,1
996,1,2,2,3,2,5,1
997,1,0,1,1,1,2,1
998,1,2,3,4,5,5,1
999,1,2,3,4,5,6,1
1000,0,0,0,1,1,2,1
1001,1,2,2,3,4,5,1
1002,0,0,1,2,2,3,1
1003,0,1,1,1,2,2,1
1004,0,0,0,0,0,0,1
1005,1,2,3,4,5,5,1
1006,1,2,2,2,3,5,1
1007,0,0,0,0,1,2,1
1008,0,1,0,3,4,4,1
1009,1,2,2,4,4,5,1
1010,0,0,0,0,1,1,1
1011,1,2,2,3,2,4,1
1012,1,2,2,3,2,4,1
1013,0,1,2,2,1,3,1
1014,0,1,1,1,1,3,1
1015,1,1,2,2,3,4,1
1016,0,1,1,2,1,3,1
1017,1,2,3,4,5,6,1
1018,0,0,0,2,3,2,1
1019,1,1,3,3,3,5,1
1020,0,1,2,2,3,2,1
1021,1,0,1,1,3,4,1
1022,1,2,2,4,5,5,1
1023,0,1,3,3,2,3,1
1024,0,1,3,3,4,4,1
1025,0,0,1,0,0,2,1
1026,1,1,2,3,2,5,1
1027,0,0,0,1,2,2,1
1028,1,2,3,3,4,5,1
1029,1,2,3,3,4,5,1
1030,1,2,3,3,5,6,1
1031,0,1,0,1,1,2,1
1032,0,1,2,2,2,4,1
1033,1,2,2,2,4,4,1
1034,1,1,1,1,2,2,1
1035,0,1,1,1,4,4,1
1036,0,1,3,3,3,4,1
1037,0,1,2,3,3,4,1
1038,1,2,3,3,5,5,1
1039,1,1,2,2,2,4,1
1040,1,2,2,3,2,5,1
1041,1,2,3,4,4,5,1
1042,0,0,1,0,0,2,1
1043,1,1,2,2,3,4,1
1044,1,2,3,3,4,5,1
1045,0,0,1,2,1,3,1
1046,0,0,1,0,2,1,1
1047,0,0,0,1,2,0,1
1048,0,1,1,1,2,2,1
1049,1,1,2,1,1,2,1
1050,1,1,2,3,3,3,1
1051,1,1,1,2,2,2,1
1052,0,1,1,2,1,3,1
1053,1,2,3,3,5,4,1
1054,1,0,0,0,2,2,1
1055,1,0,1,1,0,3,1
1056,1,1,1,1,2,2,1
1057,0,0,0,1,2,2,1
1058,0,1,1,1,1,2,1
1059,1,1,2,1,2,3,1
1060,1,1,3,2,3,3,1
1061,0,1,2,3,3,3,1
1062,1,2,3,4,3,5,1
1063,0,1,1,1,1,3,1
1064,0,1,2,3,4,4,1
1065,0,0,3,3,3,4,1
1066,1,0,0,1,2,3,1
1067,0,1,1,1,2,3,1
1068,1,2,2,3,3,4,1
1069,1,0,1,1,2,2,1
1070,0,1,2,3,3,4,1
1071,1,2,3,3,4,3,1
1072,0,0,1,1,2,2,1
1073,1,2,2,3,3,2,1
1074,1,1,2,2,3,2,1
1075,0,0,0,0,1,0,1
1076,0,0,1,1,1,2,1
1077,0,0,1,0,3,2,1
1078,1,1,1,2,1,2,1
1079,1,2,3,4,4,3,1
1080,1,2,2,2,3,4,1
1081,0,0,0,1,4,4,1
1082,1,2,3,3,4,5,1
1083,0,1,3,2,3,3,1
1084,1,1,2,4,3,4,1
1085,1,2,3,4,5,5,1
1086,1,1,3,4,3,2,1
1087,0,1,2,2,3,4,1
1088,1,2,2,3,2,5,1
1089,0,0,2,1,0,3,1
1090,1,1,3,3,5,6,1
1091,1,1,2,2,4,4,1
1092,0,1,1,2,1,3,1
1093,0,1,3,3,3,3,1
1094,0,0,0,0,1,2,1
1095,1,2,3,4,4,4,1
1096,1,2,2,4,5,5,1
1097,1,2,3,4,5,6,1
1098,0,1,0,2,2,3,1
1099,0,0,0,1,2,0,1
1100,1,2,2,1,2,2,1
1101,1,2,2,2,4,5,1
1102,0,0,0,2,1,1,1
1103,1,2,2,2,3,4,1
1104,0,0,1,1,2,2,1
1105,1,1,2,1,3,4,1
1106,0,1,2,1,2,3,1
1107,1,2,3,4,5,4,1
1108,1,2,2,2,3,4,1
1109,1,2,3,4,5,6,1
1110,1,1,1,2,3,3,1
1111,0,0,0,0,2,0,1
1112,0,0,1,2,1,1,1
1113,0,1,1,2,3,3,1
1114,0,1,3,2,3,3,1
1115,1,2,2,1,5,5,1
1116,1,2,1,3,2,3,1
1117,1,2,3,3,4,3,1
1118,1,1,1,2,3,4,1
1119,0,1,3,2,2,4,1
1120,1,2,2,3,5,5,1
1121,1,1,2,1,3,2,1
1122,1,1,3,3,4,3,1
1123,0,1,2,3,3,4,1
1124,0,0,1,2,2,3,1
1125,1,1,1,2,3,4,1
1126,1,2,3,4,4,4,1
1127,0,1,1,1,2,2,1
1128,1,2,3,4,5,5,1
1129,0,0,0,0,1,2,1
1130,1,1,2,1,2,1,1
1131,1,2,2,2,4,4,1
1132,1,1,1,2,3,3,1
1133,1,2,2,2,2,4,1
1134,0,0,0,1,2,3,1
1135,1,2,3,4,4,6,1
1136,1,2,2,3,3,4,1
1137,1,2,3,4,5,6,1
1138,1,2,3,4,4,5,1
1139,0,0,0,1,0,0,1
1140,1,1,2,3,4,5,1
1141,1,1,1,2,2,3,1
1142,1,2,2,2,3,5,1
1143,1,1,3,3,4,4,1
1144,1,0,1,2,2,3,1
1145,1,1,2,1,3,3,1
1146,0,0,0,1,2,3,1
1147,1,1,2,1,3,2,1
1148,1,2,1,3,4,5,1
1149,0,0,0,0,0,0,1
1150,1,1,3,3,3,3,1
1151,0,1,2,3,3,2,1
1152,0,1,0,1,2,2,1
1153,0,0,1,1,2,0,1
1154,1,2,3,4,5,5,1
1155,1,2,2,4,5,5,1
1156,1,1,1,2,1,2,1
1157,0,1,1,2,3,2,1
1158,0,1,1,2,3,3,1
1159,0,0,1,0,0,2,1
1160,0,0,1,1,0,2,1
1161,0,1,1,3,4,4,1
1162,0,2,1,2,3,4,1
1163,1,1,2,3,3,5,1
1164,0,1,2,2,2,4,1
1165,0,1,1,2,3,4,1
1166,1,2,2,3,3,5,1
1167,0,0,0,1,2,2,1
1168,0,0,0,1,2,2,1
1169,1,2,3,4,3,4,1
1170,1,2,3,3,3,4,1
1171,1,2,2,3,3,5,1
1172,1,2,2,2,4,4,1
1173,1,2,3,4,5,6,1
1174,1,1,3,3,3,4,1
1175,0,0,0,0,0,1,1
1176,0,1,1,2,2,4,1
1177,1,2,2,4,4,5,1
1178,1,1,1,1,3,3,1
1179,0,1,0,1,2,2,1
1180,1,1,1,2,2,3,1
1181,0,2,2,3,3,4,1
1182,1,1,0,3,4,5,1
1183,0,1,1,2,2,2,1
1184,0,0,0,0,0,1,1
1185,0,1,2,2,2,1,1
1186,0,0,0,0,1,0,1
1187,1,2,3,4,4,4,1
1188,1,2,2,2,2,5,1
1189,0,0,0,0,1,1,1
1190,1,1,2,3,3,3,1
1191,1,2,3,4,3,5,1
1192,1,1,2,3,2,2,1
1193,1,2,2,3,4,5,1
1194,0,1,2,0,2,2,1
1195,1,2,3,4,5,6,1
1196,0,0,0,1,1,0,1
1197,1,1,2,2,5,5,1
1198,1,1,2,1,2,3,1
1199,0,0,0,1,0,2,1
1200,0,1,1,1,2,2,1
1201,0,0,0,0,0,0,1
1202,1,2,2,1,3,4,1
1203,1,2,3,4,3,6,1
1204,1,1,2,2,3,4,1
1205,0,0,2,1,3,3,1
1206,1,2,2,1,4,4,1
1207,0,1,1,2,2,3,1
1208,0,0,0,1,2,3,1
1209,0,1,1,2,2,1,1
1210,0,1,2,2,2,3,1
1211,0,0,0,1,2,3,1
1212,0,1,1,2,3,4,1
1213,1,1,1,2,2,3,1
1214,0,0,0,1,3,3,1
1215,1,2,3,4,4,4,1
1216,0,1,1,2,3,4,1
1217,1,2,2,4,2,4,1
1218,1,1,2,3,4,5,1
1219,1,1,2,2,3,4,1
1220,1,1,3,3,2,3,1
1221,1,1,1,1,2,3,1
1222,1,2,2,3,5,5,1
1223,1,2,2,3,3,4,1
1224,0,1,2,3,2,4,1
1225,0,0,0,0,0,1,1
1226,0,0,0,1,0,1,1
1227,1,1,3,3,3,4,1
1228,0,0,0,0,2,2,1
1229,0,0,2,3,3,3,1
1230,1,2,2,2,2,3,1
1231,1,2,3,4,4,5,1
1232,1,1,2,3,4,3,1
1233,1,1,1,1,3,2,1
1234,1,1,2,2,1,1,1
1235,0,1,1,3,1,3,1
1236,1,1,2,1,3,2,1
1237,0,0,0,0,1,1,1
1238,1,1,1,2,3,3,1
1239,0,0,2,2,2,4,1
1240,1,1,1,2,3,2,1
1241,0,0,2,0,1,1,1
1242,0,1,1,3,2,3,1
1243,0,1,2,2,2,3,1
1244,0,0,1,1,0,2,1
1245,1,2,2,2,1,2,1
1246,1,1,2,2,4,3,1
1247,0,0,1,3,2,2,1
1248,1,1,1,3,3,3,1
1249,0,0,0,0,1,1,1
1250,0,0,1,1,1,3,1
1251,1,2,3,4,5,4,1
1252,0,0,0,1,1,1,1
1253,0,0,3,2,3,3,1
1254,0,1,2,2,3,2,1
1255,1,0,2,1,2,4,1
1256,1,2,2,4,3,5,1
1257,1,1,3,3,4,3,1
1258,0,1,1,1,2,0,1
1259,0,0,0,0,1,0,1
1260,0,0,1,1,2,3,1
1261,1,1,1,2,2,3,1
1262,0,0,0,1,1,1,1
1263,1,2,3,3,4,6,1
1264,1,2,2,1,3,4,1
1265,0,0,1,0,1,2,1
1266,1,1,2,2,3,4,1
1267,0,0,0,0,0,0,1
1268,1,1,2,3,3,4,1
1269,0,1,2,2,3,4,1
1270,0,1,1,0,1,1,1
1271,0,0,0,1,2,0,1
1272,0,1,2,0,3,2,1
1273,0,1,1,2,2,2,1
1274,1,2,2,3,3,4,1
1275,1,2,3,4,4,4,1
1276,1,2,2,2,2,5,1
1277,0,1,1,2,1,3,1
1278,0,0,0,1,1,1,1
1279,1,1,3,3,3,4,1
1280,1,2,2,3,1,3,1
1281,1,0,3,2,2,3,1
1282,1,1,1,2,2,3,1
1283,1,2,3,4,5,6,1
1284,0,1,1,1,3,3,1
1285,1,2,2,3,3,5,1
1286,0,0,1,1,1,2,1
1287,1,2,3,3,4,6,1
1288,0,0,0,1,0,1,1
1289,1,2,2,3,3,5,1
1290,0,1,2,2,4,4,1
1291,0,0,0,1,2,3,1
1292,0,0,1,2,1,2,1
1293,0,0,1,2,2,3,1
1294,0,0,0,1,2,3,1
1295,0,0,0,0,0,0,1
1296,0,0,0,0,0,1,1
1297,0,0,0,1,1,1,1
1298,1,2,2,1,3,4,1
1299,1,1,1,2,3,3,1
1300,0,1,0,2,1,4,1
1301,1,2,2,2,3,4,1
1302,1,1,2,3,2,4,1
1303,1,2,2,4,4,5,1
1304,1,2,2,2,4,5,1
1305,1,1,1,1,3,2,1
1306,1,2,3,4,4,4,1
1307,0,0,0,1,0,1,1
1308,0,1,2,2,4,4,1
1309,1,1,3,4,2,4,1
1310,1,1,2,0,2,2,1
1311,1,2,2,3,3,4,1
1312,0,1,3,3,3,3,1
1313,0,2,2,3,4,4,1
1314,0,1,2,2,1,2,1
1315,0,0,1,0,2,1,1
1316,0,1,1,1,2,2,1
1317,0,1,1,1,2,2,1
1318,1,2,2,2,3,4,1
1319,0,0,0,1,0,2,1
1320,0,0,0,1,1,1,1
1321,0,0,1,1,2,2,1
1322,0,0,1,2,3,2,1
1323,1,2,3,4,5,6,1
1324,0,1,2,1,2,3,1
1325,1,1,3,2,3,4,1
1326,1,1,3,2,3,5,1
1327,1,1,1,1,1,3,1
1328,0,0,0,1,1,2,1
1329,1,1,2,2,1,4,1
1330,0,1,1,3,1,4,1
1331,0,2,2,3,2,4,1
1332,1,0,1,1,2,3,1
1333,1,0,1,0,2,2,1
1334,0,1,2,1,3,4,1
1335,0,1,2,2,2,4,1
1336,1,1,3,3,2,4,1
1337,1,2,3,4,5,5,1
1338,1,2,2,4,3,4,1
1339,0,1,1,1,3,2,1
1340,0,0,0,0,0,1,1
1341,1,0,0,1,0,3,1
1342,0,0,1,1,1,2,1
1343,1,1,0,1,2,4,1
1344,1,1,2,3,3,5,1
1345,0,0,0,1,2,3,1
1346,0,0,0,0,0,1,1
1347,1,1,3,3,5,5,1
1348,1,2,3,4,5,4,1
1349,1,2,3,4,4,5,1
1350,0,1,3,4,4,4,1
1351,0,1,1,3,2,2,1
1352,1,2,2,4,1,3,1
1353,0,0,0,1,1,3,1
1354,0,0,0,0,1,0,1
1355,1,2,3,4,4,6,1
1356,0,0,1,1,3,3,1
1357,1,2,2,3,3,4,1
1358,1,1,1,2,1,4,1
1359,0,0,0,1,1,1,1
1360,0,0,1,0,2,2,1
1361,1,1,1,2,3,4,1
1362,0,1,2,2,3,3,1
1363,0,1,2,2,1,4,1
1364,0,0,0,0,0,1,1
1365,0,0,0,0,1,1,1
1366,0,0,0,1,2,2,1
1367,1,2,2,1,4,4,1
1368,0,0,0,0,1,1,1
1369,0,1,2,3,1,3,1
1370,1,1,2,2,3,2,1
1371,1,2,3,4,4,4,1
1372,0,1,3,3,3,4,1
1373,0,0,0,1,0,3,1
1374,1,1,1,1,2,2,1
1375,1,2,2,3,3,4,1
1376,1,1,1,2,2,2,1
1377,1,2,2,3,3,5,1
1378,0,0,0,0,0,0,1
1379,1,2,3,2,4,5,1
1380,1,1,2,2,3,2,1
1381,1,1,3,3,4,4,1
1382,1,2,2,2,2,3,1
1383,1,2,2,4,5,5,1
1384,0,1,2,3,4,5,1
1385,0,0,0,0,1,1,1
1386,1,1,2,2,3,3,1
1387,0,1,2,2,2,3,1
1388,0,1,2,1,1,3,1
1389,1,2,3,4,5,5,1
1390,0,1,0,1,1,3,1
1391,0,0,0,0,1,1,1
1392,0,1,2,3,3,4,1
1393,0,1,3,3,4,5,1
1394,1,2,1,2,3,4,1
1395,1,1,1,0,2,1,1
1396,0,1,1,2,3,4,1
1397,1,2,3,3,4,6,1
1398,1,2,2,2,1,5,1
1399,0,0,0,1,0,2,1
1400,1,1,2,2,3,3,1
1401,0,1,1,3,3,4,1
1402,0,1,0,1,0,2,1
1403,0,0,0,1,2,2,1
1404,0,1,1,2,2,3,1
1405,0,1,1,2,2,3,1
1406,0,1,1,2,2,3,1
1407,0,0,0,1,0,1,1
1408,0,0,0,1,2,0,1
1409,0,0,0,0,1,1,1
1410,0,0,0,0,1,1,1
1411,1,1,3,3,4,6,1
1412,0,0,2,1,0,2,1
1413,0,2,3,3,4,5,1
1414,1,2,3,4,4,5,1
1415,1,2,3,3,5,5,1
1416,1,2,3,3,2,6,1
1417,1,1,1,3,3,3,1
1418,1,2,2,3,2,4,1
1419,0,1,0,1,1,0,1
1420,1,2,2,3,3,4,1
1421,0,0,0,1,1,3,1
1422,1,1,2,2,3,3,1
1423,0,1,1,1,1,2,1
1424,1,1,2,3,4,4,1
1425,1,2,3,4,4,6,1
1426,1,1,1,1,2,3,1
1427,1,0,1,2,2,1,1
1428,1,2,3,4,4,5,1
1429,1,1,3,2,4,3,1
1430,0,0,2,1,3,2,1
1431,0,0,0,2,3,3,1
1432,1,1,3,1,2,3,1
1433,0,0,0,0,1,0,1
1434,0,1,0,1,2,2,1
1435,1,1,2,3,3,5,1
1436,0,1,1,1,2,3,1
1437,0,0,1,0,1,0,1
1438,0,0,0,1,2,2,1
1439,1,1,2,2,3,4,1
1440,0,0,0,0,2,2,1
1441,1,1,1,1,2,3,1
1442,1,0,1,2,2,3,1
1443,1,1,2,2,2,4,1
1444,0,0,1,1,0,2,1
1445,1,2,2,2,2,4,1
1446,0,0,0,0,1,0,1
1447,0,0,0,0,0,0,1
1448,0,0,1,2,1,3,1
1449,1,1,2,2,3,3,1
1450,0,1,0,1,2,3,1
1451,0,1,2,1,1,0,1
1452,0,0,0,0,0,0,1
1453,1,1,1,2,1,1,1
1454,0,1,1,1,2,3,1
1455,0,1,3,3,3,4,1
1456,0,1,1,2,1,2,1
1457,0,1,1,2,1,4,1
1458,1,1,1,3,2,4,1
1459,1,2,2,2,3,4,1
1460,0,0,1,2,1,4,1
1461,1,2,2,3,2,1,1
1462,1,1,1,2,4,3,1
1463,1,1,3,3,3,4,1
1464,1,1,0,1,2,2,2
1465,0,0,0,1,2,3,2
1466,1,2,2,4,2,3,2
1467,1,1,2,1,4,3,2
1468,1,2,2,3,3,5,2
1469,1,2,2,4,5,5,2
1470,1,2,2,3,2,5,2
1471,0,0,1,1,0,3,2
1472,1,2,2,3,4,5,2
1473,0,1,1,2,2,3,2
1474,0,1,3,3,3,4,2
1475,1,2,3,4,4,4,2
1476,1,2,2,2,3,4,2
1477,1,2,2,3,3,4,2
1478,0,1,1,1,3,4,2
1479,1,1,1,1,2,2,2
1480,0,0,1,1,2,2,2
1481,1,1,3,4,3,6,2
1482,0,1,1,2,1,1,2
1483,0,1,3,3,2,3,2
1484,1,1,2,2,3,4,2
1485,1,2,3,4,4,3,2
1486,0,0,1,2,1,2,2
1487,1,1,1,2,2,3,2
1488,0,0,1,1,2,1,2
1489,1,1,2,2,1,2,2
1490,0,1,0,2,2,3,2
1491,0,0,0,0,0,0,2
1492,1,1,2,2,2,3,2
1493,0,1,2,1,2,3,2
1494,0,1,2,2,3,3,2
1495,1,1,2,3,3,4,2
1496,0,1,1,1,2,3,2
1497,0,0,2,2,1,4,2
1498,0,0,0,1,1,1,2
1499,1,2,2,4,3,4,2
1500,0,1,2,3,2,3,2
1501,1,1,1,1,2,2,2
1502,0,0,1,2,3,3,2
1503,0,0,0,1,2,1,2
1504,1,2,2,2,4,4,2
1505,0,0,0,0,1,1,2
1506,1,0,1,1,4,3,2
1507,1,1,2,2,1,4,2
1508,0,0,0,1,2,2,2
1509,0,1,3,2,4,4,2
1510,0,1,1,1,1,0,2
1511,1,2,2,3,4,5,2
1512,1,0,0,1,2,3,2
1513,0,2,3,3,4,4,2
1514,0,1,1,2,1,4,2
1515,1,2,3,3,5,5,2
1516,1,2,1,1,4,3,2
1517,1,2,1,1,2,3,2
1518,1,2,3,2,5,5,2
1519,0,1,2,2,1,3,2
1520,1,2,3,4,5,6,2
1521,1,2,3,3,4,3,2
1522,1,1,1,2,2,2,2
1523,0,1,1,1,3,2,2
1524,0,0,1,1,0,2,2
1525,1,1,2,3,3,4,2
1526,0,0,1,0,0,2,2
1527,0,0,0,0,0,0,2
1528,1,2,3,4,5,6,2
1529,0,0,1,0,3,1,2
1530,0,1,1,1,1,1,2
1531,1,2,3,4,5,5,2
1532,1,1,1,1,4,3,2
1533,1,1,1,3,4,4,2
1534,0,0,0,0,0,2,2
1535,1,1,2,3,3,4,2
1536,1,1,3,4,4,6,2
1537,0,0,1,2,1,3,2
1538,0,0,1,0,1,1,2
1539,1,1,2,3,2,4,2
1540,1,2,2,3,3,4,2
1541,1,1,2,1,1,3,2
1542,0,2,2,3,4,3,2
1543,1,0,0,1,2,2,2
1544,0,0,2,3,3,4,2
1545,0,1,1,2,1,3,2
1546,0,0,2,2,3,3,2
1547,1,0,1,0,0,1,2
1548,0,1,1,2,3,4,2
1549,1,1,1,3,3,4,2
1550,0,1,2,3,3,2,2
1551,0,0,0,0,0,0,2
1552,1,2,2,4,4,5,2
1553,0,1,1,1,1,1,2
1554,0,0,0,1,2,3,2
1555,0,1,0,1,1,1,2
1556,0,0,0,1,2,0,2
1557,0,0,0,0,0,0,2
1558,0,0,0,0,1,1,2
1559,0,1,1,1,2,2,2
1560,1,2,1,3,2,4,2
1561,1,2,2,3,2,5,2
1562,1,1,1,0,1,1,2
1563,0,1,2,3,3,3,2
1564,0,1,1,3,4,3,2
1565,1,2,3,4,4,5,2
1566,1,1,2,3,4,3,2
1567,0,0,0,0,1,0,2
1568,1,2,2,1,3,5,2
1569,0,0,2,1,2,3,2
1570,0,0,1,0,1,1,2
1571,1,2,3,4,5,6,2
1572,0,0,3,3,4,3,2
1573,1,2,2,4,5,5,2
1574,0,0,0,0,0,1,2
1575,1,1,1,3,2,2,2
1576,1,1,3,4,5,4,2
1577,0,0,1,0,2,1,2
1578,1,1,1,2,1,1,2
1579,0,1,1,3,4,3,2
1580,0,0,0,1,2,3,2
1581,0,0,0,0,0,0,2
1582,1,2,2,3,2,5,2
1583,0,1,0,3,2,4,2
1584,0,1,0,1,1,3,2
1585,1,1,3,2,3,4,2
1586,1,1,3,2,4,4,2
1587,1,1,2,2,3,4,2
1588,0,1,2,2,4,3,2
1589,1,1,2,2,3,3,2
1590,1,2,1,1,3,4,2
1591,1,1,1,3,2,4,2
1592,0,1,2,3,3,4,2
1593,0,0,0,0,1,0,2
1594,1,2,2,4,5,5,2
1595,1,2,2,2,3,4,2
1596,1,2,3,4,3,4,2
1597,1,1,2,2,2,3,2
1598,0,0,0,1,2,2,2
1599,1,2,3,3,5,6,2
1600,0,0,1,0,2,2,2
1601,0,1,1,3,4,5,2
1602,0,0,0,2,2,1,2
1603,1,1,3,3,4,5,2
1604,1,1,2,2,4,5,2
1605,1,1,2,2,3,3,2
1606,1,2,2,3,4,5,2
1607,1,1,1,3,4,4,2
1608,1,2,3,4,5,5,2
1609,1,1,3,3,2,2,2
1610,1,1,2,2,3,2,2
1611,1,0,1,1,3,3,2
1612,1,2,3,3,5,5,2
1613,0,0,1,2,1,3,2
1614,1,1,3,3,1,3,2
1615,1,2,2,2,4,3,2
1616,1,1,2,2,3,4,2
1617,0,2,2,2,1,4,2
1618,0,0,1,1,0,1,2
1619,0,1,2,2,2,4,2
1620,0,0,1,0,0,2,2
1621,1,1,1,1,1,1,2
1622,1,2,3,4,5,6,2
1623,1,1,0,1,2,3,2
1624,0,0,1,2,2,2,2
1625,1,2,1,3,3,5,2
1626,1,2,2,3,5,5,2
1627,1,2,2,2,2,4,2
1628,1,1,3,3,2,3,2
1629,0,0,0,3,2,4,2
1630,0,0,1,1,1,2,2
1631,1,2,2,2,1,5,2
1632,0,0,0,0,0,1,2
1633,0,1,1,2,2,4,2
1634,0,0,0,0,0,0,2
1635,1,1,3,3,4,3,2
1636,0,0,0,1,2,0,2
1637,1,1,0,1,2,3,2
1638,0,1,3,3,4,4,2
1639,1,2,2,2,3,4,2
1640,1,2,2,1,2,2,2
1641,0,0,1,3,2,3,2
1642,0,0,0,1,2,3,2
1643,1,2,2,3,3,4,2
1644,0,1,2,3,2,4,2
1645,0,0,0,1,1,2,2
1646,1,2,3,3,3,4,2
1647,0,1,1,1,1,2,2
1648,1,1,2,2,3,4,2
1649,0,0,1,1,1,3,2
1650,1,0,0,1,2,3,2
1651,1,2,3,4,5,6,2
1652,1,1,2,2,4,5,2
1653,1,1,1,1,2,2,2
1654,0,1,1,3,3,3,2
1655,0,2,2,3,2,5,2
1656,0,0,0,0,0,0,2
1657,0,0,0,1,2,1,2
1658,1,2,3,4,5,6,2
1659,0,0,0,0,1,2,2
1660,1,2,2,4,3,5,2
1661,0,0,0,0,0,2,2
1662,1,1,3,2,2,4,2
1663,1,2,3,4,4,5,2
1664,1,1,1,3,4,4,2
1665,0,0,3,3,3,4,2
1666,0,0,0,0,2,2,2
1667,1,2,3,4,5,6,2
1668,0,1,2,3,3,4,2
1669,1,1,3,3,3,3,2
1670,1,2,2,1,4,5,2
1671,0,0,2,1,4,3,2
1672,0,0,1,1,2,3,2
1673,0,1,1,2,2,2,2
1674,0,1,2,1,1,1,2
1675,1,1,2,1,1,4,2
1676,0,0,0,0,0,0,2
1677,1,2,3,3,5,6,2
1678,0,0,1,1,0,1,2
1679,0,1,0,1,1,0,2
1680,0,0,0,0,0,0,2
1681,1,2,2,2,4,5,2
1682,0,0,1,0,1,1,2
1683,0,0,0,2,1,3,2
1684,1,1,3,2,4,4,2
1685,1,1,1,2,4,4,2
